,comments,duration,languages,published_date,speaker_occupation,title,views,Positive,Negative,Moderate,related_views,event_class,Humanity/Progress_tag,arts/creativity_tag,philanthropy/religion_tag,music_tag,Global issues_tag,Scientific Fields_tag,media/entertainment_tag,Organizing/Perceiving Information_tag,Middle East_tag,Epidemics_tag,Outer-Space_tag,Vices/Prejudices_tag,exploration_tag,robots/prosthetics_tag,animals/organisms_tag
0,4553,1164,60,1151367060,Author/educator,Do schools kill creativity?,47227110,91538,1138,1174,3027062,Yearly TED Conference,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,265,977,43,1151367060,Climate advocate,Averting the climate crisis,3200520,2169,564,203,1118767,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2,124,1286,26,1151367060,Technology columnist,Simplicity sells,1636292,2327,351,146,1846195,Yearly TED Conference,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,200,1116,35,1151367060,Activist for environmental justice,Greening the ghetto,1697550,3487,156,85,776189,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,593,1190,48,1151440680,Global health expert; data visionary,The best stats you've ever seen,12005869,25062,310,248,1907337,Yearly TED Conference,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5,672,1305,36,1151440680,Life coach; expert in leadership psychology,Why we do what we do,20685401,13617,1298,441,8376548,Yearly TED Conference,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6,919,992,31,1152490260,"Actor, comedian, playwright",Letting go of God,3769987,4910,780,308,2756619,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,46,1198,19,1152490260,Architect,Behind the design of Seattle's library,967741,879,82,63,1160553,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,852,1485,32,1153181460,"Philosopher, cognitive scientist",Let's teach religion -- all religion -- in schools,2567958,3179,613,154,2468715,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,900,1262,31,1153181460,"Pastor, author",A life of purpose,3095993,6456,1626,245,2027453,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,79,1414,27,1153786260,"Co-founder, Architecture for Humanity",My wish: A call for open-source architecture,1211416,1665,76,39,1412644,Yearly TED Conference,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11,55,1538,20,1153786260,Filmmaker,My wish: A global day of film,387877,528,38,26,810417,Yearly TED Conference,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
12,71,1550,24,1153786260,"Epidemiologist, philanthropist",My wish: Help me stop pandemics,693341,854,21,11,592896,Yearly TED Conference,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
13,242,527,27,1154391060,Human-computer interface designer,The radical promise of the multi-touch interface,4531020,8000,129,188,3661576,Yearly TED Conference,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,99,1057,25,1154391060,Tech visionary,One Laptop per Child,358304,683,68,30,1137421,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15,325,1481,31,1154995860,Violinist,An 11-year-old's magical violin,2702470,6051,93,95,1299421,Yearly TED Conference,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
16,305,1445,32,1154995860,"Pianist, composer","Improvising on piano, aged 14",1628912,4470,141,68,1506708,Yearly TED Conference,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
17,88,906,27,1155600660,"inventor, engineer",Simple designs to save a life,1415724,1715,43,30,1055406,Yearly TED Conference,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,163,1170,22,1155600660,Industrial designer,"Organic design, inspired by nature",1074081,1341,522,68,1175818,Yearly TED Conference,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
19,84,1201,32,1156119060,Founder of Wikipedia,The birth of Wikipedia,1106561,1419,84,68,1332024,TEDGlobal,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
20,108,1114,27,1156119060,Education visionary,The birth of the open-source learning revolution,966439,1038,70,69,1234984,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21,185,1136,26,1156464660,"Humorist, web artist",Nerdcore comedy,6141440,3869,845,450,2170211,Yearly TED Conference,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
22,50,1006,20,1156464660,"Blogger; cofounder, Six Apart",Meet the founder of the blog revolution,518624,430,267,87,1630181,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
23,556,1407,33,1157501460,"Anthropologist, expert on love","Why we love, why we cheat",9260764,9666,720,394,3972486,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,117,1225,23,1157501460,"Playwright, activist",Happiness in body and soul,1131864,2430,114,26,1138199,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
25,184,1140,29,1158019860,Quantum physicist,Chemical scum that dream of distant quasars,1096862,3314,157,73,2854969,TEDGlobal,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
26,507,1316,36,1158019860,Evolutionary biologist,Why the universe seems so strange,2885999,4288,213,93,933798,TEDGlobal,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,95,1275,25,1158624660,Economist,The freakonomics of crack dealing,2863214,1914,78,44,3813571,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
28,355,1050,37,1158624660,Writer,"Choice, happiness and spaghetti sauce",7023562,9881,436,361,5149688,Yearly TED Conference,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
29,970,1276,43,1159229460,Psychologist; happiness expert,The surprising science of happiness,14689301,18744,651,439,2954675,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30,991,1177,45,1159229460,Psychologist,The paradox of choice,10000702,13853,671,421,3111360,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,213,1129,26,1159747860,Neuroscience and cancer researcher,Meet the future of cancer research,1030267,1786,210,75,1443775,Yearly TED Conference,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
32,612,1365,29,1159747860,Crusader against aging,A roadmap to end aging,3277740,4489,850,145,1098471,TEDGlobal,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
33,74,952,21,1160439060,"Founder, GrameenPhone",How mobile phones can fight poverty,503517,636,38,32,868857,TEDGlobal,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
34,58,773,26,1160439060,Investor and advocate for moral leadership,Invest in Africa's own solutions,705389,706,28,21,747248,TEDGlobal,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
35,43,1080,21,1161130260,Nonprofit venture capitalist,Why we should invest in a free press,580891,360,50,25,930818,TEDGlobal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
36,67,1125,24,1161130260,President-elect of Afghanistan,How to rebuild a broken state,809226,749,92,51,866390,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
37,186,1177,28,1161735060,Aircraft engineer,The real future of space exploration,2028451,1689,217,115,1144443,Yearly TED Conference,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
38,57,1083,26,1161735060,Arctic explorer,Why did I ski to the North Pole?,745231,957,36,20,1285745,Yearly TED Conference,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
39,112,1672,24,1162253460,"Musician, activist",My wish: Three actions for Africa,718649,829,116,24,755440,Yearly TED Conference,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
40,58,2065,22,1162253460,Photographer,My wish: Manufactured landscapes and green education,975107,836,89,27,1624778,Yearly TED Conference,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
41,33,1609,20,1162253460,Biomedical inventor,My wish: Three unusual medical inventions,382996,426,50,23,1171843,Yearly TED Conference,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
42,105,1280,20,1162944660,Mathematician; statistician,How juries are fooled by statistics,1053758,1962,178,75,3411173,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43,494,805,41,1162944660,Skeptic,Why people believe weird things,5364639,8112,396,237,1313087,Yearly TED Conference,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
44,233,1376,22,1163463060,"Inventor, futurist",The accelerating power of technology,2434344,2772,379,141,1525261,Yearly TED Conference,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
45,149,1200,26,1163463060,Digital visionary,How technology evolves,1536873,2281,394,111,1158930,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46,52,848,24,1165363860,"Musician, activist",Fight injustice with raw video,904215,763,50,36,752309,Yearly TED Conference,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
47,578,210,66,1166055060,"Marketer, success analyst",8 secrets of success,10841210,13988,340,685,11888126,Yearly TED Conference,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
48,95,247,34,1166055060,"Performance poet, multimedia artist",If I controlled the Internet,1813665,2299,215,135,1823216,TEDSalon,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
49,199,198,48,1166055060,"Physician, author",The killer American diet that's sweeping the planet,2299265,1502,111,133,2537944,Yearly TED Conference,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
50,85,843,22,1167696660,Author,The hidden world of shadow cities,673036,692,250,62,1304625,TEDGlobal,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
51,499,1001,32,1167696660,Global prioritizer,Global priorities bigger than climate change,1391142,3187,891,111,2995324,Yearly TED Conference,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
52,371,1321,36,1168301460,"Anthropologist, ethnobotanist",Dreams from endangered cultures,2532851,4361,179,75,1165528,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
53,59,1115,29,1168301460,Photographer,Photos of endangered cultures,882034,619,76,24,1728346,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,203,1046,29,1168992660,Astrophysicist,Is this our final century?,2121177,2565,217,175,1402636,TEDGlobal,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55,130,1151,23,1168992660,"Journalist, philosopher",Progress is not a zero-sum game,1090180,1705,304,129,2037341,Yearly TED Conference,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56,47,603,29,1170202260,Writer,"How the ""ghost map"" helped end a killer disease",684519,831,21,66,2342953,TEDSalon,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
57,91,1141,24,1170202260,Innovation consultant,The era of open innovation,1409327,1436,66,67,1049354,TEDGlobal,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
58,222,825,0,1170979860,Dance company,"A dance of ""Symbiosis""",3051507,5827,155,81,1026366,Yearly TED Conference,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
59,111,1385,19,1170979860,"Actor, playwright, social critic",Four American characters,978825,1346,91,37,1785779,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
60,28,869,18,1171843860,Inventor,Everyday inventions,442553,365,153,53,1365650,Yearly TED Conference,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
61,64,1038,17,1171843860,"Physicist, personal fab pioneer",Unleash your creativity in a Fab Lab,691814,820,97,10,957735,Yearly TED Conference,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
62,226,1155,30,1172621460,Journalist,In praise of slowness,2441805,3287,177,141,3780428,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
63,97,1447,26,1175559060,Activist,My wish: Rebuilding Rwanda,849859,1049,86,47,763413,Yearly TED Conference,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
64,89,1355,26,1175559060,Biologist,My wish: Build the Encyclopedia of Life,1335732,1588,113,46,1120501,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
65,107,1316,23,1175559060,Photojournalist,My wish: Let my photographs bear witness,1262674,2264,79,24,1121802,Yearly TED Conference,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
66,161,1645,31,1175731860,Primatologist; environmentalist,What separates us from chimpanzees?,1663001,2956,155,63,1821988,Yearly TED Conference,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
67,220,1021,31,1175731860,Marketer and author,How to get your ideas to spread,5570544,4934,162,158,7726796,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
68,114,1211,28,1175731860,"Biologist, Nobel laureate",How we discovered DNA,1520908,1523,319,66,1456241,Yearly TED Conference,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
69,88,873,31,1175731860,Master of visual illusions,Visual illusions that show how we (mis)think,2138907,1378,340,284,6376537,Yearly TED Conference,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
70,130,1207,18,1175731860,Inventor,To invent is to give,680134,545,114,17,1000730,Yearly TED Conference,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
71,49,1340,20,1175731860,Futurist,The life code that will reshape the future,690928,1293,60,21,920289,Yearly TED Conference,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
72,86,930,26,1175731860,Graphic designer,Happiness by design,1762302,1695,183,123,3602327,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73,107,1054,32,1175731860,Planetary futurist,The route to a sustainable future,1392010,1522,90,59,1003571,TEDGlobal,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
74,50,1240,16,1175731860,Architect,How architecture can connect us,660909,304,208,44,1149035,Yearly TED Conference,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
75,78,1204,23,1175731860,Car designer,Great cars are great art,867495,606,258,64,1224315,Yearly TED Conference,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
76,40,276,28,1175731860,"Singer, performance artist","Singing ""What I Want""",395769,311,43,31,666003,TEDSalon,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
77,27,850,24,1175731860,"Designer; creative director, Ideo",Design is in the details,761930,842,45,56,1234674,TEDGlobal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,84,891,23,1175731860,Artist,"Art with wire, sugar, chocolate and string",1149090,2338,56,44,1750295,Yearly TED Conference,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
79,131,1012,24,1175731860,Philosopher,A philosophical quest for our biggest problems,762264,623,600,108,1560355,TEDGlobal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
80,127,1399,24,1175731860,"Science writer, innovation consultant, conservationist",Biomimicry's surprising lessons from nature's engineers,1920434,3314,89,38,1676178,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
81,34,1011,21,1175731860,"Biologist, genetics pioneer",Sampling the ocean's DNA,560904,622,34,10,750059,TEDGlobal,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
82,47,893,20,1175731860,Experimental audio-visual artist,Software (as) art,606311,316,279,89,789647,Yearly TED Conference,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
83,335,1045,28,1175731860,Primate authority,The gentle genius of bonobos,2197377,5535,145,61,1057253,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
84,143,977,30,1175731860,Nature photographer,The story of life in photographs,1697185,3909,296,145,1445724,Yearly TED Conference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85,57,985,18,1175731860,"Biologist, biomechanics researcher",The shrimp with a kick!,1115081,1949,37,67,2257682,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
86,39,163,38,1175819400,Singer/songwriter,"Global warming's theme song, ""Manhattan in January""",591379,471,58,70,1386764,Yearly TED Conference,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,34,459,25,1175835900,Cellist; singer-songwriter,Casting a spell on the cello,398713,324,55,58,993204,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
88,501,1308,31,1175855580,"Philosopher, cognitive scientist",The illusion of consciousness,2676717,2310,607,289,5052763,Yearly TED Conference,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
89,296,1929,32,1175881860,Musician,How to truly listen,4165572,8006,218,114,2917300,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
90,231,1205,25,1175882580,Architect,Cradle to cradle design,1426390,3129,149,25,1120229,Yearly TED Conference,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
91,58,1031,22,1176162180,Online commerce pioneer,The electricity metaphor for the web's future,754700,838,164,66,1735621,Yearly TED Conference,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
92,58,251,25,1176163140,"Performance poet, multimedia artist",A mockingbird remix of TED2006,643078,980,31,17,1936508,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
93,75,378,28,1176586800,Singer/songwriter,"""Kiteflyer's Hill""",513672,539,35,47,840771,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
94,50,312,25,1176586800,Singer/songwriter,"""What You've Got""",428351,574,52,23,2216957,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
95,588,1172,22,1176688500,Priest,Why would God create a tsunami?,616385,1336,573,66,1714286,Yearly TED Conference,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,6404,1750,42,1176689220,Evolutionary biologist,Militant atheism,4374792,13509,1223,172,2782300,Yearly TED Conference,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
97,49,1195,16,1176695640,Satirist,A comic sendup of TED2006,609087,837,263,71,2310348,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98,39,201,33,1176701700,Musician,"""La Vie en Rose""",443180,414,52,55,1970147,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
99,42,858,23,1177632660,Drone maker,Technology's long tail,904520,615,87,85,1129198,Yearly TED Conference,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
100,67,311,30,1178040660,Fiddler,Cape Breton fiddling in reel time,717002,641,84,80,1166447,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
101,56,1233,31,1178214660,"Computer scientist, entrepreneur and philanthropist",The genesis of Google,1451846,877,264,163,1745871,Yearly TED Conference,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
102,72,277,22,1178545440,Singer/songwriter,"""Black Men Ski""",577502,634,132,101,754755,Yearly TED Conference,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
103,328,1184,21,1178958000,Social critic,The ghastly tragedy of the suburbs,1683456,5326,441,87,1085290,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
104,32,1020,19,1179223200,"Designer, educator",Human-centered design,779873,541,68,50,1053030,Yearly TED Conference,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
105,99,185,44,1179398160,"Environmentalist, futurist",What squatter cities can teach us,940913,453,474,115,1021653,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
106,230,1211,29,1179760080,"Computer designer, brain researcher",How brain science will change computing,1371482,3100,131,43,1924430,Yearly TED Conference,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
107,87,1001,22,1179763140,Marine biologist,Swim with the giant sunfish,870412,1468,54,28,3002950,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
108,260,450,34,1180226220,Software architect,How PhotoSynth can connect the world's images,4772595,20448,178,119,1998118,Yearly TED Conference,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
109,295,1072,20,1180266840,Venture capitalist,Salvation (and profit) in greentech,805111,1164,151,39,1452221,Yearly TED Conference,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,127,1213,32,1180491120,Economist,Want to help Africa? Do business here,1044185,1337,28,39,670030,Yearly TED Conference,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
111,124,279,31,1181044860,Interaction designer; software developer,Rethink the desktop with BumpTop,1479503,1836,108,94,5572107,Yearly TED Conference,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,220,726,31,1181125860,Buddhist scholar,We can be Buddhas,1493606,2433,196,90,2142324,TEDSalon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,14,1477,18,1181625060,"Architect, experience designer",A memorial at Ground Zero,404402,128,143,26,960212,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
114,305,1402,19,1181779860,Military strategist,Let's rethink America's military strategy,1136037,2529,250,17,1839183,Yearly TED Conference,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
115,27,214,0,1182184140,String quartet,"A string quartet plays ""Blue Room""",384641,362,58,57,2189920,Yearly TED Conference,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
116,22,370,25,1182332160,General manager of Microsoft's Virtual Earth,Tour Microsoft's Virtual Earth,308879,288,78,43,2450753,Yearly TED Conference,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,261,1137,35,1182762720,Global health expert; data visionary,New insights on poverty,3243784,12596,113,74,2830975,Yearly TED Conference,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0
118,240,1063,24,1182941400,"Explorer, inventor and outer space dreamer",I'm going to the moon. Who's with me?,1801117,4055,171,48,1041473,Yearly TED Conference,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
119,392,926,32,1183412700,"Philosopher, cognitive scientist",Dangerous memes,1596067,4623,482,222,1064961,Yearly TED Conference,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
120,150,1165,33,1183545900,Medical futurist,The potential of regenerative medicine,1427723,2559,70,47,1812332,Yearly TED Conference,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
121,145,1030,23,1183925640,"Artist, storyteller, Internet anthropologist",The Web's secret stories,1049727,3474,322,135,2218791,Yearly TED Conference,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,136,934,22,1184221140,Assumption-busting economist,Flip your thinking on AIDS in Africa,854967,859,196,83,3057588,Yearly TED Conference,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
123,126,997,19,1184667720,Game designer,"Spore, birth of a game",1107307,3647,160,90,1407392,Yearly TED Conference,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
124,276,552,34,1184683440,"Performance poet, multimedia artist",The  4 a.m. mystery,3387765,4346,376,238,2915174,Yearly TED Conference,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125,231,585,27,1185093060,Medical animator,Visualizing the wonder of a living cell,1788182,4955,243,111,1093137,Yearly TED Conference,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
126,80,288,39,1185287940,Marketing expert,How to get (a new) hip,558993,825,114,74,1379742,Yearly TED Conference,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
127,97,1070,20,1185791520,Economist,Africa's cheetahs versus hippos,648234,1181,57,29,698298,TEDGlobal,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
128,108,1330,21,1185879300,Economist,Aid versus trade,524049,1827,100,16,866168,TEDGlobal,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
129,174,252,44,1185880800,Inventor,How I built a windmill,1543596,2422,53,51,1304995,TEDGlobal,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
130,31,1141,21,1185895440,Investment banker,Why invest in Africa,335086,335,31,16,873802,TEDGlobal,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
131,150,1051,27,1186129740,University founder,How to educate leaders? Liberal arts,1216429,1854,78,65,9155656,TEDGlobal,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
132,77,1056,21,1186647000,"Novelist, poet",Telling stories from Africa,561703,993,56,39,3233853,TEDGlobal,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
133,106,1103,26,1186930800,Investor and advocate for moral leadership,Patient capitalism,836269,1107,50,44,785394,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
134,60,606,21,1187153820,"Musician, activist","""Thula Mama""",531957,769,23,18,1026389,TEDGlobal,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
135,36,299,0,1187695440,"Musician, activist","""Woza""",416603,427,16,13,339178,TEDGlobal,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
136,49,931,23,1187712540,Producer,My journey into movies that matter,727247,946,105,64,1084168,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
137,102,310,32,1188280800,Inventor,"Luke, a new prosthetic arm for soldiers",1575699,5821,102,65,964455,Yearly TED Conference,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
138,151,950,32,1188459000,Dictionary editor,The joy of lexicography,1013063,3113,205,104,1908663,Yearly TED Conference,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
139,126,1027,30,1188884220,Journalist,Aid for Africa? No thanks.,722877,2237,39,38,764750,TEDGlobal,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
140,304,493,32,1189072800,Artist,"My creations, a new form of life",3982352,6703,202,100,962706,Yearly TED Conference,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
141,124,1047,32,1189349760,Psychologist,What our language habits reveal,1914263,2093,673,193,2185528,TEDGlobal,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
142,677,1155,32,1189421700,Psychologist,The surprising decline in violence,2063367,4794,494,161,1860798,Yearly TED Conference,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
143,164,1056,19,1189666800,Filmmaker,An Iraq war movie crowd-sourced from soldiers,507997,947,153,30,1065672,Yearly TED Conference,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
144,65,951,26,1190098800,Paleoanthropologist,The search for humanity's roots,913666,1189,78,64,1185489,TEDGlobal,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
145,83,959,24,1190277480,Artist,Designing for simplicity,1215947,1961,553,155,1139450,Yearly TED Conference,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
146,169,1782,22,1190689620,Technology forecaster ,10 ways the world could end,1712075,1605,246,69,1562672,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
147,29,1280,20,1190769780,Engineer,A flight on solar wings,736290,771,98,31,1103919,Yearly TED Conference,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
148,225,1029,33,1191216180,Planetary scientist,This is Saturn,2627709,10272,125,108,1513022,Yearly TED Conference,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
149,101,212,43,1191403500,Dancer,My magic moves,1720579,2853,450,533,1505326,Yearly TED Conference,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
150,80,1791,29,1191910620,Entrepreneur,"Life at 30,000 feet",1609555,1899,109,72,3229314,Yearly TED Conference,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
151,242,378,28,1192071420,Roboticist,"Building ""self-aware"" robots",1212346,1413,142,60,1127272,Yearly TED Conference,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
152,45,1050,21,1192499400,"Illustrator, author",The illustrated woman,672254,790,373,67,935840,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
153,145,963,22,1192716300,User anthropologist,The anthropology of mobile phones,694378,1164,505,154,695398,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
154,432,1414,35,1192954500,Brain expert,3 clues to understanding your brain,3930186,11839,123,107,2153684,Yearly TED Conference,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
155,64,1234,21,1193274000,Economist,A commodities exchange for Ethiopia,562457,795,76,31,876826,TEDGlobal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
156,262,1338,26,1193718180,Doctor,How electroshock therapy changed me,1522858,4311,137,44,2687924,Yearly TED Conference,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
